"","nuc.power1","nuc.power2","CO2Price","ban.fuel.explore1","ban.fuel.explore2","RFS1","RFS2","id","p1.utility","p2.utility","p3.utility","p4.utility","group.score","group.sd","predicted.probability"
"95",1,0,30,1,0,0,0,12,-39.6329884294076,4.98351874533722,-3.45055912636474,-6.78543612868961,-11.2213662347812,19.5778913741274,0.000749023806296254
"96",1,0,120,1,0,0,0,44,-39.6329884294076,4.98351874533722,-3.45055912636474,-6.78543612868961,-11.2213662347812,19.5778913741274,0.000749023806296254
"97",1,0,60,1,0,0,0,80,-39.6329884294076,4.98351874533722,-3.45055912636474,-6.78543612868961,-11.2213662347812,19.5778913741274,0.000749023806296254
"98",1,0,0,1,0,0,0,93,-39.6329884294076,4.98351874533722,-3.45055912636474,-6.78543612868961,-11.2213662347812,19.5778913741274,0.000749023806296254
"99",1,0,90,1,0,0,0,131,-39.6329884294076,4.98351874533722,-3.45055912636474,-6.78543612868961,-11.2213662347812,19.5778913741274,0.000749023806296254
"100",0,0,150,1,0,0,0,142,-41.3123164871241,3.38744380601729,-3.68079878484819,-4.06119083396841,-11.4167155749808,20.222580132743,0.000703344135517341
"101",0,1,30,1,0,0,0,17,-39.5525062043435,4.58866613806818,-2.9693396488307,-7.86635624817724,-11.4498839908208,19.4229569404491,0.000577602588982914
"102",0,1,0,1,0,0,0,47,-39.5525062043435,4.58866613806818,-2.9693396488307,-7.86635624817724,-11.4498839908208,19.4229569404491,0.000577602588982914
"103",0,1,60,1,0,0,0,56,-39.5525062043435,4.58866613806818,-2.9693396488307,-7.86635624817724,-11.4498839908208,19.4229569404491,0.000577602588982914
"104",0,1,120,1,0,0,0,115,-39.5525062043435,4.58866613806818,-2.9693396488307,-7.86635624817724,-11.4498839908208,19.4229569404491,0.000577602588982914
"105",0,1,90,1,0,0,0,117,-39.5525062043435,4.58866613806818,-2.9693396488307,-7.86635624817724,-11.4498839908208,19.4229569404491,0.000577602588982914
"106",1,0,60,0,0,0,0,2,-39.7846501355098,5.30691333990657,-3.4043630024199,-10.6141975841894,-12.1240743455531,19.5555608328736,0.000302727586981886
"107",1,0,30,0,0,0,0,100,-39.7846501355098,5.30691333990657,-3.4043630024199,-10.6141975841894,-12.1240743455531,19.5555608328736,0.000302727586981886
"108",1,0,0,0,0,0,0,122,-39.7846501355098,5.30691333990657,-3.4043630024199,-10.6141975841894,-12.1240743455531,19.5555608328736,0.000302727586981886
"109",1,0,90,0,0,0,0,124,-39.7846501355098,5.30691333990657,-3.4043630024199,-10.6141975841894,-12.1240743455531,19.5555608328736,0.000302727586981886
"110",1,0,120,0,0,0,0,146,-39.7846501355098,5.30691333990657,-3.4043630024199,-10.6141975841894,-12.1240743455531,19.5555608328736,0.000302727586981886
"111",0,0,150,0,0,0,0,5,-41.4639781932263,3.71083840058664,-3.63460266090335,-7.88995228946823,-12.3194236857528,20.0118356069602,0.000273488872713517
"112",0,1,0,0,0,0,0,6,-39.7041679104457,4.91206073263753,-2.92314352488586,-11.6951177036771,-12.3525921015928,19.4552795727244,0.000236051411744073
"113",0,1,30,0,0,0,0,38,-39.7041679104457,4.91206073263753,-2.92314352488586,-11.6951177036771,-12.3525921015928,19.4552795727244,0.000236051411744073
"114",0,1,120,0,0,0,0,118,-39.7041679104457,4.91206073263753,-2.92314352488586,-11.6951177036771,-12.3525921015928,19.4552795727244,0.000236051411744073
"115",0,1,90,0,0,0,0,141,-39.7041679104457,4.91206073263753,-2.92314352488586,-11.6951177036771,-12.3525921015928,19.4552795727244,0.000236051411744073
"116",0,1,60,0,0,0,0,162,-39.7041679104457,4.91206073263753,-2.92314352488586,-11.6951177036771,-12.3525921015928,19.4552795727244,0.000236051411744073
"117",0,0,30,1,0,0,0,83,-40.0837457687857,2.73523896376954,-5.00217079978132,-7.48445026155049,-12.458781966587,18.9238995550562,0.000190387236417414
"118",0,0,0,1,0,0,0,119,-40.0837457687857,2.73523896376954,-5.00217079978132,-7.48445026155049,-12.458781966587,18.9238995550562,0.000190387236417414
"119",0,0,60,1,0,0,0,148,-40.0837457687857,2.73523896376954,-5.00217079978132,-7.48445026155049,-12.458781966587,18.9238995550562,0.000190387236417414
"120",0,0,120,1,0,0,0,151,-40.0837457687857,2.73523896376954,-5.00217079978132,-7.48445026155049,-12.458781966587,18.9238995550562,0.000190387236417414
"121",0,0,90,1,0,0,0,152,-40.0837457687857,2.73523896376954,-5.00217079978132,-7.48445026155049,-12.458781966587,18.9238995550562,0.000190387236417414
"122",0,0,120,0,0,0,0,60,-40.2354074748879,3.0586335583389,-4.95597467583648,-11.3132117170503,-13.361490077359,18.8562635915969,7.6210643069314e-05
"123",0,0,30,0,0,0,0,66,-40.2354074748879,3.0586335583389,-4.95597467583648,-11.3132117170503,-13.361490077359,18.8562635915969,7.6210643069314e-05
"124",0,0,60,0,0,0,0,85,-40.2354074748879,3.0586335583389,-4.95597467583648,-11.3132117170503,-13.361490077359,18.8562635915969,7.6210643069314e-05
"125",0,0,90,0,0,0,0,94,-40.2354074748879,3.0586335583389,-4.95597467583648,-11.3132117170503,-13.361490077359,18.8562635915969,7.6210643069314e-05
"126",0,0,0,0,0,0,0,103,-40.2354074748879,3.0586335583389,-4.95597467583648,-11.3132117170503,-13.361490077359,18.8562635915969,7.6210643069314e-05
"127",1,0,150,1,0,0,1,149,-41.6882909267681,-19.6171338567743,-0.655564753652257,4.11691612025065,-14.461018354236,20.8457837245382,3.82074983339703e-05
"128",0,1,150,1,0,0,1,24,-41.607808701704,-20.0119864640433,-0.17434527611822,3.03599600076302,-14.6895361102756,20.6382099566656,2.91423286840235e-05
"129",1,0,150,0,0,0,1,8,-41.8399526328703,-19.2937392622049,-0.609368629707421,0.288154664750826,-15.363726465008,19.825135650735,1.25784289378863e-05
"130",0,0,150,1,0,0,1,138,-42.1390482661462,-21.865413638342,-2.20717642706884,3.41790198738977,-15.6984340860418,20.6928816513699,1.07567195208996e-05
