"","nuc.power1","nuc.power2","CO2Price","ban.fuel.explore1","ban.fuel.explore2","RFS1","RFS2","id","p1.utility","p2.utility","p3.utility","p4.utility","group.score","group.sd","var.total","mean.total","new.utility"
"142",0,0,30,0,1,0,1,63,1.57460226837679,19.6658858032632,1.36631666431551,1.29161959204752,5.97460608200076,9.12830520575045,0.490466728636334,-1.40342359718772,-0.0439849634718643
"143",0,0,90,0,1,0,1,10,1.57460226837679,19.6658858032632,1.36631666431551,1.29161959204752,5.97460608200076,9.12830520575045,0.489321477625885,-1.40342359718772,-0.045573051194195
"144",1,0,0,0,0,0,1,29,-0.365745567779246,19.7077257727104,0.385525905676558,1.85028023102165,5.39444658540735,9.58645183333768,0.67245050740306,-1.66847931548994,-0.0766921642186535
"145",1,0,120,0,1,0,1,69,5.34934694091882,19.4420491348382,1.59825399439617,2.35389236221514,7.18588560809208,8.32979000233377,0.329292299290929,-1.2981423754486,-0.184243875022638
"146",0,0,90,0,0,0,1,118,-4.14049024032128,19.9315624411354,0.153588575595896,0.788007460854035,4.18316705931602,10.7247352632346,0.512854673414834,-1.77376053722906,-0.383641500663437
"147",0,0,30,0,0,0,1,8,-4.14049024032128,19.9315624411354,0.153588575595896,0.788007460854035,4.18316705931602,10.7247352632346,0.490466728636334,-1.77376053722906,-0.414321903513208
"148",1,0,150,1,0,0,1,92,2.74849351119212,20.7769509498529,2.93379074105896,0.797443670471743,6.81416971814394,9.35854896307612,0.580148603574781,-1.91686523647785,-0.438354585028595
"149",0,1,90,1,0,0,1,66,-5.50470868556681,18.5823127555581,0.252180204163866,0.0664086094199321,3.34904822089376,10.5009154215814,0.405041209692588,-1.7045945926746,-0.469203579598065
"150",0,0,120,0,0,0,1,60,-4.14049024032128,19.9315624411354,0.153588575595896,0.788007460854035,4.18316705931602,10.7247352632346,0.405041209692588,-1.77376053722906,-0.538369524152527
"151",1,0,60,1,0,0,1,24,0.174828931849611,19.4301130766787,2.16723708663866,1.51572453406914,5.82197590730902,9.10993199608107,1.25934048590479,-2.72797076173001,-0.549627007825101
"152",0,0,150,1,0,0,1,11,-1.02625116134991,21.0007876182779,2.7018534109783,-0.264829099695876,5.60289019205261,10.3904909143545,0.574254964199883,-2.02214645821697,-0.551164957250342
"153",0,1,0,1,0,0,1,91,-5.50470868556681,18.5823127555581,0.252180204163866,0.0664086094199321,3.34904822089376,10.5009154215814,0.307136151686227,-1.7045945926746,-0.628822432063796
"154",0,0,30,1,0,0,1,16,-3.59991574069242,19.6539497451037,1.935299756558,0.45345176390152,4.61069638121769,10.2981236655676,1.08514537813933,-2.83325198346913,-0.811169837939652
"155",0,0,120,1,0,0,1,64,-3.59991574069242,19.6539497451037,1.935299756558,0.45345176390152,4.61069638121769,10.2981236655676,1.03466168666852,-2.83325198346913,-0.858766178858122
"156",1,0,120,1,0,0,1,49,0.174828931849611,19.4301130766787,2.16723708663866,1.51572453406914,5.82197590730902,9.10993199608107,0.764047310897141,-2.72797076173001,-1.03123209212824
"157",1,0,0,1,0,0,1,51,0.174828931849611,19.4301130766787,2.16723708663866,1.51572453406914,5.82197590730902,9.10993199608107,0.731721859120175,-2.72797076173001,-1.0675129466591
"158",1,0,90,1,0,0,1,61,0.174828931849611,19.4301130766787,2.16723708663866,1.51572453406914,5.82197590730902,9.10993199608107,0.489321477625885,-2.72797076173001,-1.37012021573649
"159",1,0,30,1,0,0,1,57,0.174828931849611,19.4301130766787,2.16723708663866,1.51572453406914,5.82197590730902,9.10993199608107,0.486165976469122,-2.72797076173001,-1.37450550152777
"160",0,0,0,1,0,0,1,90,-3.59991574069242,19.6539497451037,1.935299756558,0.45345176390152,4.61069638121769,10.2981236655676,0.512854673414834,-2.83325198346913,-1.44313294690351
"161",0,0,60,1,0,0,1,129,-3.59991574069242,19.6539497451037,1.935299756558,0.45345176390152,4.61069638121769,10.2981236655676,0.490466728636334,-2.83325198346913,-1.47381334975328
"162",0,0,90,1,0,0,1,132,-3.59991574069242,19.6539497451037,1.935299756558,0.45345176390152,4.61069638121769,10.2981236655676,0.486165976469122,-2.83325198346913,-1.47978672326689
