"","nuc.power1","nuc.power2","CO2Price","ban.fuel.explore1","ban.fuel.explore2","RFS1","RFS2","id","p1.utility","p2.utility","p3.utility","p4.utility","group.score","group.sd","var.total","mean.total","new.utility"
"111",1,0,30,1,0,1,0,160,-4.12261378478236,-23.5243899677393,-0.691247506193993,-0.676177589225871,-7.25360721198539,10.9676590737902,0.731721859120175,-0.58105071538989,1.07940709968102
"112",1,0,120,0,0,1,0,127,-4.66318828441122,-23.2467772717076,-2.47295868715609,-0.341621892273356,-7.68113653388706,10.5260118258381,0.0947069534541182,0.47844073085018,1.07581397248808
"113",0,0,150,0,0,0,1,139,-1.56682566097877,21.2784003143097,0.920142230016197,0.0697265972566391,5.17536087015094,10.7848558260273,1.10251561389135,-0.962655011976895,1.07554690790085
"114",0,1,30,0,0,0,1,56,-6.04528318519567,18.8599254515898,-1.52953097679824,0.400964306372448,2.92151889899209,10.9635970907367,0.731721859120175,-0.645103146434528,1.01535466863638
"115",1,0,90,0,0,0,1,23,-0.365745567779246,19.7077257727104,0.385525905676558,1.85028023102165,5.39444658540735,9.58645183333768,1.9078490779533,-1.66847931548994,1.01270604990363
"116",0,0,30,1,0,0,0,48,-8.61812970226865,-7.12872454305079,-1.88315782439429,-0.430070563495562,-4.51502065830232,3.96990642532019,0.991897245989859,-0.927691377446344,1.00555931414807
"117",1,0,60,0,1,0,1,33,5.34934694091882,19.4420491348382,1.59825399439617,2.35389236221514,7.18588560809208,8.32979000233377,1.26193255275106,-1.2981423754486,0.882442039424762
"118",1,0,150,0,1,0,1,126,7.92301152026133,20.7888870080125,2.36480764881647,1.63561149861774,8.17807941892701,8.86370018377024,0.497710462752322,-0.487036850196434,0.882403806304316
"119",1,0,90,1,0,0,0,39,-4.84338502972662,-7.3525612114758,-1.65122049431363,0.632202206672057,-3.303741132211,3.51121639848593,0.742395662380494,-0.822410155707227,0.850114562315013
"120",0,1,90,0,0,0,1,80,-6.04528318519567,18.8599254515898,-1.52953097679824,0.400964306372448,2.92151889899209,10.9635970907367,0.576114727102345,-0.645103146434528,0.828258364856434
"121",1,0,30,0,1,0,1,68,5.34934694091882,19.4420491348382,1.59825399439617,2.35389236221514,7.18588560809208,8.32979000233377,1.14260687719237,-1.2981423754486,0.776786663922331
"122",0,1,150,1,0,0,1,94,-2.9310441062243,19.9291506287323,1.01873385858417,-0.651872254177464,4.34124203172868,10.5172761196921,0.735057345990227,-0.893489067422434,0.770748966801448
"123",0,0,90,1,0,0,0,125,-8.61812970226865,-7.12872454305079,-1.88315782439429,-0.430070563495562,-4.51502065830232,3.96990642532019,0.764047310897141,-0.927691377446344,0.769047292155424
"124",0,1,30,1,0,0,1,30,-5.50470868556681,18.5823127555581,0.252180204163866,0.0664086094199321,3.34904822089376,10.5009154215814,1.48313142479007,-1.7045945926746,0.659390047591946
"125",1,0,150,0,0,0,1,73,2.20791901156326,21.0545636458847,1.15207956009686,1.13199936742426,6.38664039624227,9.79151953405292,0.575185386845145,-0.857373790237777,0.614798889437789
"126",0,0,60,1,0,0,0,131,-8.61812970226865,-7.12872454305079,-1.88315782439429,-0.430070563495562,-4.51502065830232,3.96990642532019,0.617080946176933,-0.927691377446344,0.597154325961579
"127",0,0,60,0,1,0,1,106,1.57460226837679,19.6658858032632,1.36631666431551,1.29161959204752,5.97460608200076,9.12830520575045,1.03466168666852,-1.40342359718772,0.571062207423291
"128",1,0,120,1,0,0,0,72,-4.84338502972662,-7.3525612114758,-1.65122049431363,0.632202206672057,-3.303741132211,3.51121639848593,0.490466728636334,-0.822410155707227,0.537028478008625
"129",1,0,0,1,0,0,0,135,-4.84338502972662,-7.3525612114758,-1.65122049431363,0.632202206672057,-3.303741132211,3.51121639848593,0.450068242035535,-0.822410155707227,0.479838796103883
"130",0,0,0,1,0,0,0,113,-8.61812970226865,-7.12872454305079,-1.88315782439429,-0.430070563495562,-4.51502065830232,3.96990642532019,0.512854673414834,-0.927691377446344,0.462427659119278
"131",0,0,0,0,0,0,1,44,-4.14049024032128,19.9315624411354,0.153588575595896,0.788007460854035,4.18316705931602,10.7247352632346,1.25934048590479,-1.77376053722906,0.404583216675851
"132",1,0,30,0,0,0,1,115,-0.365745567779246,19.7077257727104,0.385525905676558,1.85028023102165,5.39444658540735,9.58645183333768,0.991897245989859,-1.66847931548994,0.264771376104474
"133",1,0,60,1,0,0,0,36,-4.84338502972662,-7.3525612114758,-1.65122049431363,0.632202206672057,-3.303741132211,3.51121639848593,0.307136151686227,-0.822410155707227,0.253362004903575
"134",1,0,0,0,1,0,1,147,5.34934694091882,19.4420491348382,1.59825399439617,2.35389236221514,7.18588560809208,8.32979000233377,0.612655210295478,-1.2981423754486,0.221225352797385
"135",0,0,0,0,1,0,1,19,1.57460226837679,19.6658858032632,1.36631666431551,1.29161959204752,5.97460608200076,9.12830520575045,0.699114109843139,-1.40342359718772,0.219615066668073
"136",0,0,0,1,0,1,0,3,-7.89735845732439,-23.3005532993143,-0.923184836274655,-1.73845035939349,-8.46488673807672,10.3688846169328,0.187486235741038,-0.686331937129008,0.154171563914041
"137",0,1,120,1,0,0,1,146,-5.50470868556681,18.5823127555581,0.252180204163866,0.0664086094199321,3.34904822089376,10.5009154215814,0.86105642727335,-1.7045945926746,0.0966414907044857
"138",0,0,60,0,0,0,1,77,-4.14049024032128,19.9315624411354,0.153588575595896,0.788007460854035,4.18316705931602,10.7247352632346,0.925032243726919,-1.77376053722906,0.093191958594435
"139",1,0,60,0,0,0,1,85,-0.365745567779246,19.7077257727104,0.385525905676558,1.85028023102165,5.39444658540735,9.58645183333768,0.820067758266278,-1.66847931548994,0.0893621337633199
"140",0,1,60,1,0,0,1,153,-5.50470868556681,18.5823127555581,0.252180204163866,0.0664086094199321,3.34904822089376,10.5009154215814,0.820067758266278,-1.7045945926746,0.0532468565786637
"141",0,0,120,0,1,0,1,158,1.57460226837679,19.6658858032632,1.36631666431551,1.29161959204752,5.97460608200076,9.12830520575045,0.512854673414834,-1.40342359718772,-0.0133045606220936
